comp__id,comp,circle_id,circle,div_id,division,subdiv_id,subdivision,pss_id,pss
N,NBPDCL,NC01,BEGUSARAI,ND001,BARAUNI,NSD0001,BACHHWARA,NP00001,BACHHWARA
N,NBPDCL,NC01,BEGUSARAI,ND001,BARAUNI,NSD0001,BACHHWARA,NP00002,CHAMTHA
N,NBPDCL,NC01,BEGUSARAI,ND001,BARAUNI,NSD0001,BACHHWARA,NP00003,BHARAUL
N,NBPDCL,NC01,BEGUSARAI,ND001,BARAUNI,NSD0001,BACHHWARA,NP00004,MANSOORCHAK
N,NBPDCL,NC01,BEGUSARAI,ND001,BARAUNI,NSD0001,BACHHWARA,NP00005,TEGHRA
N,NBPDCL,NC01,BEGUSARAI,ND001,BARAUNI,NSD0001,BACHHWARA,NP00006,BANWARIPUR
N,NBPDCL,NC01,BEGUSARAI,ND001,BARAUNI,NSD0002,BARAUNI,NP00007,SIMARIYA
N,NBPDCL,NC01,BEGUSARAI,ND001,BARAUNI,NSD0002,BARAUNI,NP00008,BHAGWANPUR
N,NBPDCL,NC01,BEGUSARAI,ND001,BARAUNI,NSD0002,BARAUNI,NP00009,BAGHRAHADIH
N,NBPDCL,NC01,BEGUSARAI,ND001,BARAUNI,NSD0002,BARAUNI,NP00010,MINAPUR
N,NBPDCL,NC01,BEGUSARAI,ND001,BARAUNI,NSD0002,BARAUNI,NP00011,ZERO MILE
N,NBPDCL,NC01,BEGUSARAI,ND001,BARAUNI,NSD0002,BARAUNI,NP00012,BIRPUR
N,NBPDCL,NC01,BEGUSARAI,ND001,BARAUNI,NSD0002,BARAUNI,NP00013,CHAKIYA (BTPS)
N,NBPDCL,NC01,BEGUSARAI,ND001,BARAUNI,NSD0002,BARAUNI,NP00014,DEONA
N,NBPDCL,NC01,BEGUSARAI,ND002,BEGUSARAI,NSD0003,BALIA,NP00015,BALIA
N,NBPDCL,NC01,BEGUSARAI,ND002,BEGUSARAI,NSD0003,BALIA,NP00016,DANDARI (MOHANPUR)
N,NBPDCL,NC01,BEGUSARAI,ND002,BEGUSARAI,NSD0003,BALIA,NP00017,SAHEBPUR KAMAL
N,NBPDCL,NC01,BEGUSARAI,ND002,BEGUSARAI,NSD0004,BEGUSARAI,NP00018,POWER HOUSE
N,NBPDCL,NC01,BEGUSARAI,ND002,BEGUSARAI,NSD0004,BEGUSARAI,NP00019,CIRCUIT HOUSE
N,NBPDCL,NC01,BEGUSARAI,ND002,BEGUSARAI,NSD0004,BEGUSARAI,NP00020,BABHANGAMA
N,NBPDCL,NC01,BEGUSARAI,ND002,BEGUSARAI,NSD0004,BEGUSARAI,NP00021,LAKHO
N,NBPDCL,NC01,BEGUSARAI,ND002,BEGUSARAI,NSD0004,BEGUSARAI,NP00022,MATIHANIBGS
N,NBPDCL,NC01,BEGUSARAI,ND002,BEGUSARAI,NSD0005,MANJHAUL,NP00023,BAKHRI
N,NBPDCL,NC01,BEGUSARAI,ND002,BEGUSARAI,NSD0005,MANJHAUL,NP00024,CHAKHAMID
N,NBPDCL,NC01,BEGUSARAI,ND002,BEGUSARAI,NSD0005,MANJHAUL,NP00025,CHAURAHI
N,NBPDCL,NC01,BEGUSARAI,ND002,BEGUSARAI,NSD0005,MANJHAUL,NP00026,GADHPURA
N,NBPDCL,NC01,BEGUSARAI,ND002,BEGUSARAI,NSD0005,MANJHAUL,NP00027,KHODAWANPUR
N,NBPDCL,NC01,BEGUSARAI,ND002,BEGUSARAI,NSD0005,MANJHAUL,NP00028,MANJHAUL
N,NBPDCL,NC01,BEGUSARAI,ND002,BEGUSARAI,NSD0005,MANJHAUL,NP00029,NAWKOTHI
N,NBPDCL,NC01,BEGUSARAI,ND003,KHAGARIA,NSD0006,GOGRI,NP00030,SAKROHAR
N,NBPDCL,NC01,BEGUSARAI,ND003,KHAGARIA,NSD0006,GOGRI,NP00031,MAHESHKHUNT
N,NBPDCL,NC01,BEGUSARAI,ND003,KHAGARIA,NSD0006,GOGRI,NP00032,PAIKANT
N,NBPDCL,NC01,BEGUSARAI,ND003,KHAGARIA,NSD0006,GOGRI,NP00033,SIRNIA
N,NBPDCL,NC01,BEGUSARAI,ND003,KHAGARIA,NSD0006,GOGRI,NP00034,BHARATKHAND
N,NBPDCL,NC01,BEGUSARAI,ND003,KHAGARIA,NSD0006,GOGRI,NP00035,JHANJHRA
N,NBPDCL,NC01,BEGUSARAI,ND003,KHAGARIA,NSD0006,GOGRI,NP00036,PARBATTA (KARNA)
N,NBPDCL,NC01,BEGUSARAI,ND003,KHAGARIA,NSD0007,KHAGARIYA (R),NP00037,ALOULI
N,NBPDCL,NC01,BEGUSARAI,ND003,KHAGARIA,NSD0007,KHAGARIYA (R),NP00038,DUTAULI(MALPA)
N,NBPDCL,NC01,BEGUSARAI,ND003,KHAGARIA,NSD0007,KHAGARIYA (R),NP00039,CHAUTHAM
N,NBPDCL,NC01,BEGUSARAI,ND003,KHAGARIA,NSD0007,KHAGARIYA (R),NP00040,HARIPUR
N,NBPDCL,NC01,BEGUSARAI,ND003,KHAGARIA,NSD0007,KHAGARIYA (R),NP00041,BACHHOUTA
N,NBPDCL,NC01,BEGUSARAI,ND003,KHAGARIA,NSD0007,KHAGARIYA (R),NP00042,OLAPUR 1
N,NBPDCL,NC01,BEGUSARAI,ND003,KHAGARIA,NSD0007,KHAGARIYA (R),NP00043,MANSI
N,NBPDCL,NC01,BEGUSARAI,ND003,KHAGARIA,NSD0007,KHAGARIYA (R),NP00044,PANSALWA (BELDAUR)
N,NBPDCL,NC01,BEGUSARAI,ND003,KHAGARIA,NSD0008,KHAGARIYA (U),NP00045,KHAGARIA
N,NBPDCL,NC02,CHAPRA,ND004,CHAPRA EAST,NSD0009,MARHAURAH,NP00046,AMNOUR
N,NBPDCL,NC02,CHAPRA,ND004,CHAPRA EAST,NSD0009,MARHAURAH,NP00047,ISHUAPUR
N,NBPDCL,NC02,CHAPRA,ND004,CHAPRA EAST,NSD0009,MARHAURAH,NP00048,MARHAURAH
N,NBPDCL,NC02,CHAPRA,ND004,CHAPRA EAST,NSD0009,MARHAURAH,NP00049,POJHI KAPUR
N,NBPDCL,NC02,CHAPRA,ND004,CHAPRA EAST,NSD0009,MARHAURAH,NP00050,NAYAGAON
N,NBPDCL,NC02,CHAPRA,ND004,CHAPRA EAST,NSD0009,MARHAURAH,NP00051,MASRAKH
N,NBPDCL,NC02,CHAPRA,ND004,CHAPRA EAST,NSD0009,MARHAURAH,NP00052,PANAPUR
N,NBPDCL,NC02,CHAPRA,ND004,CHAPRA EAST,NSD0009,MARHAURAH,NP00053,TARAIYA
N,NBPDCL,NC02,CHAPRA,ND004,CHAPRA EAST,NSD0009,MARHAURAH,NP00054,USARI BAZAR
N,NBPDCL,NC02,CHAPRA,ND004,CHAPRA EAST,NSD0010,SHEETALPUR,NP00055,AKILPUR
N,NBPDCL,NC02,CHAPRA,ND004,CHAPRA EAST,NSD0010,SHEETALPUR,NP00056,DERNI
N,NBPDCL,NC02,CHAPRA,ND004,CHAPRA EAST,NSD0011,SONPUR,NP00057,DARIYAPUR
N,NBPDCL,NC02,CHAPRA,ND004,CHAPRA EAST,NSD0011,SONPUR,NP00058,DIGHWARA
N,NBPDCL,NC02,CHAPRA,ND004,CHAPRA EAST,NSD0011,SONPUR,NP00059,JAITIYA
N,NBPDCL,NC02,CHAPRA,ND004,CHAPRA EAST,NSD0011,SONPUR,NP00060,MAKER
N,NBPDCL,NC02,CHAPRA,ND004,CHAPRA EAST,NSD0011,SONPUR,NP00061,BHELDI
N,NBPDCL,NC02,CHAPRA,ND004,CHAPRA EAST,NSD0011,SONPUR,NP00062,PARSA
N,NBPDCL,NC02,CHAPRA,ND004,CHAPRA EAST,NSD0011,SONPUR,NP00063,SITALPUR
N,NBPDCL,NC02,CHAPRA,ND004,CHAPRA EAST,NSD0011,SONPUR,NP00064,SONEPUR
N,NBPDCL,NC02,CHAPRA,ND005,CHAPRA WEST,NSD0012,BANIYAPUR,NP00065,BANIYAPUR
N,NBPDCL,NC02,CHAPRA,ND005,CHAPRA WEST,NSD0012,BANIYAPUR,NP00066,HARPUR
N,NBPDCL,NC02,CHAPRA,ND005,CHAPRA WEST,NSD0012,BANIYAPUR,NP00067,CHATRA (JALALPUR)
N,NBPDCL,NC02,CHAPRA,ND005,CHAPRA WEST,NSD0012,BANIYAPUR,NP00068,LAHLADPUR
N,NBPDCL,NC02,CHAPRA,ND005,CHAPRA WEST,NSD0012,BANIYAPUR,NP00069,NAGRA
N,NBPDCL,NC02,CHAPRA,ND005,CHAPRA WEST,NSD0013,CHAPRA RURAL,NP00070,MOORA
N,NBPDCL,NC02,CHAPRA,ND005,CHAPRA WEST,NSD0013,CHAPRA RURAL,NP00071,PRABHUNATH NAGAR
N,NBPDCL,NC02,CHAPRA,ND005,CHAPRA WEST,NSD0013,CHAPRA RURAL,NP00072,KOHRA
N,NBPDCL,NC02,CHAPRA,ND005,CHAPRA WEST,NSD0013,CHAPRA RURAL,NP00073,DORIGANJ
N,NBPDCL,NC02,CHAPRA,ND005,CHAPRA WEST,NSD0013,CHAPRA RURAL,NP00074,EKMA
N,NBPDCL,NC02,CHAPRA,ND005,CHAPRA WEST,NSD0013,CHAPRA RURAL,NP00075,GARKHA
N,NBPDCL,NC02,CHAPRA,ND005,CHAPRA WEST,NSD0013,CHAPRA RURAL,NP00076,MANJHI
N,NBPDCL,NC02,CHAPRA,ND005,CHAPRA WEST,NSD0013,CHAPRA RURAL,NP00077,REVELGANJ
N,NBPDCL,NC02,CHAPRA,ND005,CHAPRA WEST,NSD0014,CHHAPRA URBAN,NP00078,CIRCLE OFFICE
N,NBPDCL,NC02,CHAPRA,ND005,CHAPRA WEST,NSD0014,CHHAPRA URBAN,NP00079,RAJENDRA SAROVER
N,NBPDCL,NC02,CHAPRA,ND005,CHAPRA WEST,NSD0014,CHHAPRA URBAN,NP00080,TELPA
N,NBPDCL,NC02,CHAPRA,ND006,GOPALGANJ,NSD0015,BARAULI,NP00081,BAIKUNTHPUR
N,NBPDCL,NC02,CHAPRA,ND006,GOPALGANJ,NSD0015,BARAULI,NP00082,GAMHARI
N,NBPDCL,NC02,CHAPRA,ND006,GOPALGANJ,NSD0015,BARAULI,NP00083,BARAULI
N,NBPDCL,NC02,CHAPRA,ND006,GOPALGANJ,NSD0015,BARAULI,NP00084,BAKHRAUR
N,NBPDCL,NC02,CHAPRA,ND006,GOPALGANJ,NSD0015,BARAULI,NP00085,JHAJHWA
N,NBPDCL,NC02,CHAPRA,ND006,GOPALGANJ,NSD0016,GOPALGANJ,NP00086,ARAR MORE
N,NBPDCL,NC02,CHAPRA,ND006,GOPALGANJ,NSD0016,GOPALGANJ,NP00087,HAJIAPUR
N,NBPDCL,NC02,CHAPRA,ND006,GOPALGANJ,NSD0016,GOPALGANJ,NP00088,MANJHA
N,NBPDCL,NC02,CHAPRA,ND006,GOPALGANJ,NSD0016,GOPALGANJ,NP00089,JAGMALWA/THAWE
N,NBPDCL,NC02,CHAPRA,ND006,GOPALGANJ,NSD0017,MIRGANJ,NP00090,PHULWARIYA
N,NBPDCL,NC02,CHAPRA,ND006,GOPALGANJ,NSD0017,MIRGANJ,NP00091,HATHUA
N,NBPDCL,NC02,CHAPRA,ND006,GOPALGANJ,NSD0017,MIRGANJ,NP00092,MIRGANJ
N,NBPDCL,NC02,CHAPRA,ND006,GOPALGANJ,NSD0017,MIRGANJ,NP00093,BASDILA
N,NBPDCL,NC02,CHAPRA,ND006,GOPALGANJ,NSD0017,MIRGANJ,NP00094,TELIYABANDH
N,NBPDCL,NC02,CHAPRA,ND007,MAHARAJGANJ,NSD0018,BASANTPUR,NP00095,DUMARA
N,NBPDCL,NC02,CHAPRA,ND007,MAHARAJGANJ,NSD0019,MAHARAJGANJ,NP00096,BASANTPUR
N,NBPDCL,NC02,CHAPRA,ND007,MAHARAJGANJ,NSD0019,MAHARAJGANJ,NP00097,BHAGWANPURSIWAN
N,NBPDCL,NC02,CHAPRA,ND007,MAHARAJGANJ,NSD0019,MAHARAJGANJ,NP00098,SARAI PARAULI
N,NBPDCL,NC02,CHAPRA,ND007,MAHARAJGANJ,NSD0019,MAHARAJGANJ,NP00099,DURAUNDHA
N,NBPDCL,NC02,CHAPRA,ND007,MAHARAJGANJ,NSD0019,MAHARAJGANJ,NP00100,GORIYAKOTHI
N,NBPDCL,NC02,CHAPRA,ND007,MAHARAJGANJ,NSD0019,MAHARAJGANJ,NP00101,JALALPUR
N,NBPDCL,NC02,CHAPRA,ND007,MAHARAJGANJ,NSD0019,MAHARAJGANJ,NP00102,LAKRI NAVIGANJ
N,NBPDCL,NC02,CHAPRA,ND007,MAHARAJGANJ,NSD0019,MAHARAJGANJ,NP00103,MAHARAJGANJ
N,NBPDCL,NC02,CHAPRA,ND007,MAHARAJGANJ,NSD0019,MAHARAJGANJ,NP00104,RISAURA
N,NBPDCL,NC02,CHAPRA,ND007,MAHARAJGANJ,NSD0020,PACHRUKHI,NP00105,BARHARIYA
N,NBPDCL,NC02,CHAPRA,ND007,MAHARAJGANJ,NSD0020,PACHRUKHI,NP00106,KAILGARH
N,NBPDCL,NC02,CHAPRA,ND007,MAHARAJGANJ,NSD0020,PACHRUKHI,NP00107,PACHRUKHI
N,NBPDCL,NC02,CHAPRA,ND007,MAHARAJGANJ,NSD0020,PACHRUKHI,NP00108,SISWA PACHRUKHI
N,NBPDCL,NC02,CHAPRA,ND008,MIRGANJ,NSD0021,KUCHAIKOT,NP00109,HUSSEPUR
N,NBPDCL,NC02,CHAPRA,ND008,MIRGANJ,NSD0021,KUCHAIKOT,NP00110,KATAIYA
N,NBPDCL,NC02,CHAPRA,ND008,MIRGANJ,NSD0021,KUCHAIKOT,NP00111,MUSHAHRI
N,NBPDCL,NC02,CHAPRA,ND008,MIRGANJ,NSD0021,KUCHAIKOT,NP00112,PATTICHAKKARGOPI
N,NBPDCL,NC02,CHAPRA,ND008,MIRGANJ,NSD0021,KUCHAIKOT,NP00113,KUCHAIKOTE
N,NBPDCL,NC02,CHAPRA,ND008,MIRGANJ,NSD0021,KUCHAIKOT,NP00114,PANCHDEORI
N,NBPDCL,NC02,CHAPRA,ND008,MIRGANJ,NSD0021,KUCHAIKOT,NP00115,CHAILWA
N,NBPDCL,NC02,CHAPRA,ND008,MIRGANJ,NSD0021,KUCHAIKOT,NP00116,VIJAIPUR
N,NBPDCL,NC02,CHAPRA,ND008,MIRGANJ,NSD0017,MIRGANJ,NP00117,MIRZAPUR
N,NBPDCL,NC02,CHAPRA,ND008,MIRGANJ,NSD0017,MIRGANJ,NP00118,SOHAGPUR
N,NBPDCL,NC02,CHAPRA,ND008,MIRGANJ,NSD0017,MIRGANJ,NP00119,BADARZIMI
N,NBPDCL,NC02,CHAPRA,ND008,MIRGANJ,NSD0017,MIRGANJ,NP00120,SANKHEKHAS
N,NBPDCL,NC02,CHAPRA,ND009,SIWAN,NSD0022,MAIRWA,NP00121,DARAULLI
N,NBPDCL,NC02,CHAPRA,ND009,SIWAN,NSD0022,MAIRWA,NP00122,GUTHANI
N,NBPDCL,NC02,CHAPRA,ND009,SIWAN,NSD0022,MAIRWA,NP00123,BARKA MANJHA
N,NBPDCL,NC02,CHAPRA,ND009,SIWAN,NSD0022,MAIRWA,NP00124,HATHAUJI
N,NBPDCL,NC02,CHAPRA,ND009,SIWAN,NSD0022,MAIRWA,NP00125,MAIRWA
N,NBPDCL,NC02,CHAPRA,ND009,SIWAN,NSD0022,MAIRWA,NP00126,NAUTAN
N,NBPDCL,NC02,CHAPRA,ND009,SIWAN,NSD0022,MAIRWA,NP00127,TITRA
N,NBPDCL,NC02,CHAPRA,ND009,SIWAN,NSD0023,SIWAN RURAL,NP00128,CHAINPUR
N,NBPDCL,NC02,CHAPRA,ND009,SIWAN,NSD0023,SIWAN RURAL,NP00129,KARHANU
N,NBPDCL,NC02,CHAPRA,ND009,SIWAN,NSD0023,SIWAN RURAL,NP00130,HASANPURA
N,NBPDCL,NC02,CHAPRA,ND009,SIWAN,NSD0023,SIWAN RURAL,NP00131,ANDER ( MIRPUR)
N,NBPDCL,NC02,CHAPRA,ND009,SIWAN,NSD0023,SIWAN RURAL,NP00132,RAGHUNATHPUR
N,NBPDCL,NC02,CHAPRA,ND009,SIWAN,NSD0023,SIWAN RURAL,NP00133,BINDUSAR PSS
N,NBPDCL,NC02,CHAPRA,ND009,SIWAN,NSD0023,SIWAN RURAL,NP00134,SRINAGAR
N,NBPDCL,NC02,CHAPRA,ND009,SIWAN,NSD0023,SIWAN RURAL,NP00135,ZIRADEI (SANTU BANTHU)
N,NBPDCL,NC02,CHAPRA,ND009,SIWAN,NSD0024,SIWAN URBAN,NP00136,SIWAN NEW
N,NBPDCL,NC02,CHAPRA,ND009,SIWAN,NSD0024,SIWAN URBAN,NP00137,SIWAN OLD
N,NBPDCL,NC02,CHAPRA,ND009,SIWAN,NSD0024,SIWAN URBAN,NP00138,RAMNAGAR
N,NBPDCL,NC03,DARBHANGA,ND010,BENIPUR,NSD0025,BENIPUR,NP00139,ALINAGAR
N,NBPDCL,NC03,DARBHANGA,ND010,BENIPUR,NSD0025,BENIPUR,NP00140,BENIPUR
N,NBPDCL,NC03,DARBHANGA,ND010,BENIPUR,NSD0025,BENIPUR,NP00141,BENIPUR NEW / BAHERA
N,NBPDCL,NC03,DARBHANGA,ND010,BENIPUR,NSD0025,BENIPUR,NP00142,SRI RAMPUR (HARIPUR)
N,NBPDCL,NC03,DARBHANGA,ND010,BENIPUR,NSD0025,BENIPUR,NP00143,GHANSHYAMPUR
N,NBPDCL,NC03,DARBHANGA,ND010,BENIPUR,NSD0025,BENIPUR,NP00144,KEERATPUR/ JAMALPUR
N,NBPDCL,NC03,DARBHANGA,ND010,BENIPUR,NSD0026,BIRAUL,NP00145,BIRAUL
N,NBPDCL,NC03,DARBHANGA,ND010,BENIPUR,NSD0026,BIRAUL,NP00146,ITWA SHIV NAGAR
N,NBPDCL,NC03,DARBHANGA,ND010,BENIPUR,NSD0026,BIRAUL,NP00147,PATANIA
N,NBPDCL,NC03,DARBHANGA,ND010,BENIPUR,NSD0026,BIRAUL,NP00148,GAURABAURAM
N,NBPDCL,NC03,DARBHANGA,ND010,BENIPUR,NSD0026,BIRAUL,NP00149,KUSESWERSTAN
N,NBPDCL,NC03,DARBHANGA,ND010,BENIPUR,NSD0026,BIRAUL,NP00150,KUSHESHWARSTHAN/SOHARBAGHAT
N,NBPDCL,NC03,DARBHANGA,ND010,BENIPUR,NSD0027,SAKRI,NP00151,MAUBEHAT NEW
N,NBPDCL,NC03,DARBHANGA,ND010,BENIPUR,NSD0027,SAKRI,NP00152,MANIGACHI
N,NBPDCL,NC03,DARBHANGA,ND010,BENIPUR,NSD0027,SAKRI,NP00153,SAKRI
N,NBPDCL,NC03,DARBHANGA,ND010,BENIPUR,NSD0027,SAKRI,NP00154,TARDIH
N,NBPDCL,NC03,DARBHANGA,ND010,BENIPUR,NSD0027,SAKRI,NP00155,THINGAHA
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0028,BAHERI,NP00156,GOSHRAMA
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0028,BAHERI,NP00157,HAYAGHAT
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0029,DARBHANGA RURAL,NP00158,FEKALA
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0029,DARBHANGA RURAL,NP00159,SAIDNAGAR / TARLAHI
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0029,DARBHANGA RURAL,NP00160,ATHAR
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0029,DARBHANGA RURAL,NP00161,BAHERI
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0029,DARBHANGA RURAL,NP00162,GANGDAH
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0029,DARBHANGA RURAL,NP00163,KHARUA
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0029,DARBHANGA RURAL,NP00164,PORAIYA
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0029,DARBHANGA RURAL,NP00165,HATHAURIDIH
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0029,DARBHANGA RURAL,NP00166,ANAR
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0029,DARBHANGA RURAL,NP00167,AHILYASTHAN
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0029,DARBHANGA RURAL,NP00168,MURAITHA
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0029,DARBHANGA RURAL,NP00169,RAIYAM
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0029,DARBHANGA RURAL,NP00170,JALWARA
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0029,DARBHANGA RURAL,NP00171,SIMRI
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0030,GANGWARA,NP00172,GANGWARA
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0030,GANGWARA,NP00173,JALLEY
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0030,GANGWARA,NP00174,SANAHPURDIH
N,NBPDCL,NC03,DARBHANGA,ND011,DARBHANGA RURAL,NSD0030,GANGWARA,NP00175,SINGHWARA
N,NBPDCL,NC03,DARBHANGA,ND012,DARBHANGA URBAN,NSD0031,D.M.C.H,NP00176,D.M.C.H
N,NBPDCL,NC03,DARBHANGA,ND012,DARBHANGA URBAN,NSD0031,D.M.C.H,NP00177,DONAR
N,NBPDCL,NC03,DARBHANGA,ND012,DARBHANGA URBAN,NSD0031,D.M.C.H,NP00178,JAIL
N,NBPDCL,NC03,DARBHANGA,ND012,DARBHANGA URBAN,NSD0031,D.M.C.H,NP00179,PANDASARAI
N,NBPDCL,NC03,DARBHANGA,ND012,DARBHANGA URBAN,NSD0032,DARBHANGA URBAN,NP00180,BELA
N,NBPDCL,NC03,DARBHANGA,ND012,DARBHANGA URBAN,NSD0032,DARBHANGA URBAN,NP00181,DARBHANGA URBAN
N,NBPDCL,NC03,DARBHANGA,ND012,DARBHANGA URBAN,NSD0032,DARBHANGA URBAN,NP00182,LALBAG
N,NBPDCL,NC03,DARBHANGA,ND012,DARBHANGA URBAN,NSD0032,DARBHANGA URBAN,NP00183,AREA BOARD
N,NBPDCL,NC03,DARBHANGA,ND012,DARBHANGA URBAN,NSD0033,LAHERIASARAI,NP00184,BENGALITOLA
N,NBPDCL,NC03,DARBHANGA,ND012,DARBHANGA URBAN,NSD0033,LAHERIASARAI,NP00185,LAXMISAGAR
N,NBPDCL,NC03,DARBHANGA,ND013,JAYNAGAR,NSD0034,BABUBARHI,NP00186,BARUAR
N,NBPDCL,NC03,DARBHANGA,ND013,JAYNAGAR,NSD0035,BASOPATTI,NP00187,PHULARHAR
N,NBPDCL,NC03,DARBHANGA,ND013,JAYNAGAR,NSD0036,BENIPATTI,NP00188,HARLAKHI (UMAGAON)
N,NBPDCL,NC03,DARBHANGA,ND013,JAYNAGAR,NSD0037,JAINAGAR,NP00189,BABUBARHI
N,NBPDCL,NC03,DARBHANGA,ND013,JAYNAGAR,NSD0037,JAINAGAR,NP00190,BASOPATTI
N,NBPDCL,NC03,DARBHANGA,ND013,JAYNAGAR,NSD0037,JAINAGAR,NP00191,IPDS JAINAGAR
N,NBPDCL,NC03,DARBHANGA,ND013,JAYNAGAR,NSD0037,JAINAGAR,NP00192,JAINAGAR
N,NBPDCL,NC03,DARBHANGA,ND013,JAYNAGAR,NSD0037,JAINAGAR,NP00193,KUADH JAINAGAR
N,NBPDCL,NC03,DARBHANGA,ND013,JAYNAGAR,NSD0037,JAINAGAR,NP00194,KARMAULI
N,NBPDCL,NC03,DARBHANGA,ND013,JAYNAGAR,NSD0037,JAINAGAR,NP00195,NARAR
N,NBPDCL,NC03,DARBHANGA,ND013,JAYNAGAR,NSD0037,JAINAGAR,NP00196,KHAJAULI
N,NBPDCL,NC03,DARBHANGA,ND013,JAYNAGAR,NSD0037,JAINAGAR,NP00197,LADHANIYA
N,NBPDCL,NC03,DARBHANGA,ND014,JHANJHARPUR,NSD0038,JHANJHARPUR,NP00198,RUDRAPUR
N,NBPDCL,NC03,DARBHANGA,ND014,JHANJHARPUR,NSD0038,JHANJHARPUR,NP00199,TULAPATGANJ
N,NBPDCL,NC03,DARBHANGA,ND014,JHANJHARPUR,NSD0038,JHANJHARPUR,NP00200,ANDRADARI
