comp__id,comp,circle_id,circle,div_id,division,subdiv_id,subdivision,pss_id,pss
S,SBPDCL,SC02,PATNA,SD003,BARH,SSD0007,BAKHTIYARPUR,SP00019,KHUSHRUPUR
S,SBPDCL,SC02,PATNA,SD003,BARH,SSD0007,BAKHTIYARPUR,SP00020,BKP
S,SBPDCL,SC02,PATNA,SD003,BARH,SSD0008,MOKAMA,SP00021,SAMIYAGARH 
S,SBPDCL,SC02,PATNA,SD003,BARH,SSD0008,MOKAMA,SP00022,MOKAMA
S,SBPDCL,SC02,PATNA,SD003,BARH,SSD0009,HATHIDAH,SP00023,HATHIDAH
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0010,FATUHA,SP00024, FATUHA 
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0010,FATUHA,SP00025, DANIYAMA
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0010,FATUHA,SP00026,FATUHA_NEW
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0011,DEEDARGANJ,SP00027,BELDARICHAK PSS
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0011,DEEDARGANJ,SP00028,PABHERI
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0011,DEEDARGANJ,SP00029,SABALPUR
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0011,DEEDARGANJ,SP00030,PAHARI PSS
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0011,DEEDARGANJ,SP00031,KATRA
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0011,DEEDARGANJ,SP00032,USFA PSS
S,SBPDCL,SC02,PATNA,SD004,FATUHA,SSD0011,DEEDARGANJ,SP00033,SAMPATCHAK PSS
S,SBPDCL,SC02,PATNA,SD005,MASAURHI,SSD0012,MASAURHI,SP00034,NADWAN
S,SBPDCL,SC02,PATNA,SD005,MASAURHI,SSD0012,MASAURHI,SP00035,BHAGWANGANJ
S,SBPDCL,SC02,PATNA,SD005,MASAURHI,SSD0012,MASAURHI,SP00036,SONMAI
S,SBPDCL,SC02,PATNA,SD005,MASAURHI,SSD0012,MASAURHI,SP00037,KADIRGANJ
S,SBPDCL,SC02,PATNA,SD005,MASAURHI,SSD0012,MASAURHI,SP00038,MASAURHI OLD 
S,SBPDCL,SC02,PATNA,SD005,MASAURHI,SSD0012,MASAURHI,SP00039,DHANARUA
S,SBPDCL,SC02,PATNA,SD005,MASAURHI,SSD0012,MASAURHI,SP00040,MASAURHI NEW
S,SBPDCL,SC02,PATNA,SD005,MASAURHI,SSD0012,MASAURHI,SP00041,DARIYAPUR
S,SBPDCL,SC02,PATNA,SD005,MASAURHI,SSD0013,PUNPUN,SP00042,KEORA 
S,SBPDCL,SC02,PATNA,SD005,MASAURHI,SSD0013,PUNPUN,SP00043,PARSA BAZAR
S,SBPDCL,SC02,PATNA,SD005,MASAURHI,SSD0013,PUNPUN,SP00044,PAHARI
S,SBPDCL,SC02,PATNA,SD005,MASAURHI,SSD0013,PUNPUN,SP00045,BEUR
S,SBPDCL,SC02,PATNA,SD005,MASAURHI,SSD0013,PUNPUN,SP00046,BHUSAULA
S,SBPDCL,SC02,PATNA,SD005,MASAURHI,SSD0013,PUNPUN,SP00047,KURANAWADA PUNPUN
S,SBPDCL,SC02,PATNA,SD006,PATNA,SSD0014,BHUSAULA,SP00048,NEORA
S,SBPDCL,SC02,PATNA,SD006,PATNA,SSD0014,BHUSAULA,SP00049,FARIDPUR
S,SBPDCL,SC02,PATNA,SD006,PATNA,SSD0015,NAUBATPUR,SP00050,NAUBATPUR
S,SBPDCL,SC02,PATNA,SD006,PATNA,SSD0015,NAUBATPUR,SP00051,RUSTAMGANJ
S,SBPDCL,SC03,ARA,SD007,ARRAH,SSD0016,ARA(U1),SP00052,POWERGANJ 
S,SBPDCL,SC03,ARA,SD007,ARRAH,SSD0016,ARA(U1),SP00053,ZERO MILE 
S,SBPDCL,SC03,ARA,SD007,ARRAH,SSD0017,ARA(R),SP00054,SARAIYA 
S,SBPDCL,SC03,ARA,SD007,ARRAH,SSD0017,ARA(R),SP00055,BARHARA 
S,SBPDCL,SC03,ARA,SD007,ARRAH,SSD0017,ARA(R),SP00056,SANDESH 
S,SBPDCL,SC03,ARA,SD007,ARRAH,SSD0017,ARA(R),SP00057,AKHGAON 
S,SBPDCL,SC03,ARA,SD007,ARRAH,SSD0017,ARA(R),SP00058,BIHIYA
S,SBPDCL,SC03,ARA,SD007,ARRAH,SSD0017,ARA(R),SP00059,GARHANI
S,SBPDCL,SC03,ARA,SD007,ARRAH,SSD0017,ARA(R),SP00060,AGIAON
S,SBPDCL,SC03,ARA,SD007,ARRAH,SSD0017,ARA(R),SP00061,GIDHA
S,SBPDCL,SC03,ARA,SD007,ARRAH,SSD0017,ARA(R),SP00062,KOILWAR  
S,SBPDCL,SC03,ARA,SD007,ARRAH,SSD0017,ARA(R),SP00063,KARISATH
S,SBPDCL,SC03,ARA,SD007,ARRAH,SSD0017,ARA(R),SP00064,DHAMAR
S,SBPDCL,SC03,ARA,SD007,ARRAH,SSD0017,ARA(R),SP00065,BAHIYARA
S,SBPDCL,SC03,ARA,SD007,ARRAH,SSD0017,ARA(R),SP00066,BHAKURA
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0018,BUXAR(U),SP00067,CHARITRAVAN
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0018,BUXAR(U),SP00068,INDUSTRIAL
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0019,BUXAR(R),SP00069,ITARHI 
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0019,BUXAR(R),SP00070,PURUSOTTAMPUR
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0019,BUXAR(R),SP00071,CHAUSA
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0019,BUXAR(R),SP00072,PANDEYPATTI
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0019,BUXAR(R),SP00073,PRATAP SAGAR
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0020,DUMARO,SP00074,DUMRAON 
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0020,DUMARO,SP00075,NAWANAGAR
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0020,DUMARO,SP00076,EKRASI 
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0020,DUMARO,SP00077,MURAR
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0020,DUMARO,SP00078,SIMARI
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0020,DUMARO,SP00079,NUWAN
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0020,DUMARO,SP00080,DHAKICH
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0020,DUMARO,SP00081,BRAHAMPUR 
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0020,DUMARO,SP00082,CHAKKI
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0020,DUMARO,SP00083,KESATH
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0020,DUMARO,SP00084,SOWAN
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0020,DUMARO,SP00085,BMP-4
S,SBPDCL,SC03,ARA,SD008,BUXAR,SSD0021,ITARHI,SP00086,JAIPUR
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0022,BIHARSHARIF(U1),SP00087,SOHSARAI
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0023,BIHARSHARIF(U2),SP00088,RAMCHANDRAPUR
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0024,BIHARSHARIF(R),SP00089,TETRAWAN 
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0024,BIHARSHARIF(R),SP00090,RAITAR
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0024,BIHARSHARIF(R),SP00091,NAGARNAUSA
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0024,BIHARSHARIF(R),SP00092,KARANBIGHA
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0024,BIHARSHARIF(R),SP00093,BIJWANPAR
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0024,BIHARSHARIF(R),SP00094,CHAINPUR
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0024,BIHARSHARIF(R),SP00095,RAHUI
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0024,BIHARSHARIF(R),SP00096,NOORSARAI
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0024,BIHARSHARIF(R),SP00097,CHANDI
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0024,BIHARSHARIF(R),SP00098,DHAMAULI
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0024,BIHARSHARIF(R),SP00099,BARI PAHARI
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0024,BIHARSHARIF(R),SP00100,BIND
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0024,BIHARSHARIF(R),SP00101,HARNAUT
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0024,BIHARSHARIF(R),SP00102,CHERAN
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0024,BIHARSHARIF(R),SP00103,KALYANBIGHA
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0025,CHANDI,SP00104,THARTHARI
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0025,CHANDI,SP00105,HILSA
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0025,CHANDI,SP00106,PARWALPUR
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0026,ASTHAWAN,SP00107,SARMERA
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0026,ASTHAWAN,SP00108,MALTI
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0026,ASTHAWAN,SP00109,GOPALBAD
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0026,ASTHAWAN,SP00110,ASTHAWAN
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0026,ASTHAWAN,SP00111,GILANI
S,SBPDCL,SC04,BIHARSARIF,SD009,BIHARSARIF,SSD0026,ASTHAWAN,SP00112,SARBAHDI
S,SBPDCL,SC04,BIHARSARIF,SD010,RAJGIR,SSD0027,RAJGIR,SP00113,BHINDIDIH 
S,SBPDCL,SC04,BIHARSARIF,SD010,RAJGIR,SSD0027,RAJGIR,SP00114,ANDWAS    
S,SBPDCL,SC04,BIHARSARIF,SD010,RAJGIR,SSD0027,RAJGIR,SP00115,BEN
S,SBPDCL,SC04,BIHARSARIF,SD010,RAJGIR,SSD0027,RAJGIR,SP00116,RAJGIR     
S,SBPDCL,SC04,BIHARSARIF,SD010,RAJGIR,SSD0027,RAJGIR,SP00117,SILAO
S,SBPDCL,SC04,BIHARSARIF,SD010,RAJGIR,SSD0027,RAJGIR,SP00118,NALANDA
S,SBPDCL,SC04,BIHARSARIF,SD010,RAJGIR,SSD0028,NALANDA,SP00119,GHOSRAMA  
S,SBPDCL,SC04,BIHARSARIF,SD010,RAJGIR,SSD0028,NALANDA,SP00120,BADI 
S,SBPDCL,SC04,BIHARSARIF,SD010,RAJGIR,SSD0028,NALANDA,SP00121,KATRISARAI  
S,SBPDCL,SC04,BIHARSARIF,SD010,RAJGIR,SSD0028,NALANDA,SP00122,SAIDPUR  
S,SBPDCL,SC04,BIHARSARIF,SD010,RAJGIR,SSD0028,NALANDA,SP00123,MEGHI NAGAWAN
S,SBPDCL,SC04,BIHARSARIF,SD011,EKANGARSARAI,SSD0029,EKANGARSARAI,SP00124,TELHARA
S,SBPDCL,SC04,BIHARSARIF,SD011,EKANGARSARAI,SSD0029,EKANGARSARAI,SP00125,MUSHARI
S,SBPDCL,SC04,BIHARSARIF,SD011,EKANGARSARAI,SSD0029,EKANGARSARAI,SP00126,JAMUAWA
S,SBPDCL,SC04,BIHARSARIF,SD011,EKANGARSARAI,SSD0029,EKANGARSARAI,SP00127,EKANGARSARAI   
S,SBPDCL,SC04,BIHARSARIF,SD011,EKANGARSARAI,SSD0030,ISLAMPUR,SP00128,PANCHLOVA
S,SBPDCL,SC04,BIHARSARIF,SD011,EKANGARSARAI,SSD0030,ISLAMPUR,SP00129,ISLAMPUR
S,SBPDCL,SC04,BIHARSARIF,SD011,EKANGARSARAI,SSD0030,ISLAMPUR,SP00130,KHUDAGANJ  
S,SBPDCL,SC04,BIHARSARIF,SD011,EKANGARSARAI,SSD0031,HILSA,SP00131,MAKRATA
S,SBPDCL,SC04,BIHARSARIF,SD011,EKANGARSARAI,SSD0031,HILSA,SP00132,CHICKSAURA BAZAR
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0032,NAWADA,SP00133,NAWADA OLD
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0032,NAWADA,SP00134,HISUA  
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0032,NAWADA,SP00135,NARDIGANJ 
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0032,NAWADA,SP00136,KHANWAN/NARHAT   
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0032,NAWADA,SP00137,NAWADA NEW  
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0032,NAWADA,SP00138,ORHANPUR  
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0032,NAWADA,SP00139,MAYABIGHA
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0032,NAWADA,SP00140,MANJHWAY
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0032,NAWADA,SP00141,MESKAUR(NEW)
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0033,RAJAULI,SP00142,AKBARPUR 
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0033,RAJAULI,SP00143,RAJAULI   
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0033,RAJAULI,SP00144,SIRDALA
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0033,RAJAULI,SP00145,GOVINDPUR
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0033,RAJAULI,SP00146,ANDHARWARI(NEW)
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0034,WARSALIGANJ,SP00147,WARISALIGANJ
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0034,WARSALIGANJ,SP00148,ROH
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0034,WARSALIGANJ,SP00149,PAKRIWARAWAN-
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0034,WARSALIGANJ,SP00150,KAWAKOL
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0034,WARSALIGANJ,SP00151,GHUSHKHURI
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0034,WARSALIGANJ,SP00152,KASHICHAK
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0034,WARSALIGANJ,SP00153,THERA(NEW)
S,SBPDCL,SC04,BIHARSARIF,SD012,NAWADA,SSD0034,WARSALIGANJ,SP00154,KACHANA (NEW)
S,SBPDCL,SC05,SASARAM,SD013,SASARAM,SSD0035,SASARAM(U),SP00155,BEDA
S,SBPDCL,SC05,SASARAM,SD013,SASARAM,SSD0035,SASARAM(U),SP00156,TAKIYA
S,SBPDCL,SC05,SASARAM,SD013,SASARAM,SSD0036,SASARAM(R),SP00157,NOKHA 
S,SBPDCL,SC05,SASARAM,SD013,SASARAM,SSD0036,SASARAM(R),SP00158,NAUGAI
S,SBPDCL,SC05,SASARAM,SD013,SASARAM,SSD0036,SASARAM(R),SP00159,SHIVSAGAR
S,SBPDCL,SC05,SASARAM,SD013,SASARAM,SSD0036,SASARAM(R),SP00160,CHENARI
S,SBPDCL,SC05,SASARAM,SD013,SASARAM,SSD0036,SASARAM(R),SP00161,SP JAIN
S,SBPDCL,SC05,SASARAM,SD013,SASARAM,SSD0037,BIKRAMGANJ,SP00162,BIKRAMGANJ
S,SBPDCL,SC05,SASARAM,SD013,SASARAM,SSD0037,BIKRAMGANJ,SP00163,DINARA 
S,SBPDCL,SC05,SASARAM,SD013,SASARAM,SSD0037,BIKRAMGANJ,SP00164,DAWATH 
S,SBPDCL,SC05,SASARAM,SD013,SASARAM,SSD0037,BIKRAMGANJ,SP00165,SURJAPURA
S,SBPDCL,SC05,SASARAM,SD013,SASARAM,SSD0037,BIKRAMGANJ,SP00166,SANJHAULI 
S,SBPDCL,SC05,SASARAM,SD013,SASARAM,SSD0037,BIKRAMGANJ,SP00167,NATWAR
S,SBPDCL,SC05,SASARAM,SD013,SASARAM,SSD0038,KOCHAS,SP00168,PARSATHUA
S,SBPDCL,SC05,SASARAM,SD013,SASARAM,SSD0038,KOCHAS,SP00169,KOCHAS
S,SBPDCL,SC05,SASARAM,SD013,SASARAM,SSD0038,KOCHAS,SP00170,KARAGHAR
S,SBPDCL,SC05,SASARAM,SD014,DEHRIONSONE,SSD0039,DEHRI(1),SP00171,BMP
S,SBPDCL,SC05,SASARAM,SD014,DEHRIONSONE,SSD0039,DEHRI(1),SP00172,AKHORIGOLA
S,SBPDCL,SC05,SASARAM,SD014,DEHRIONSONE,SSD0039,DEHRI(1),SP00173,RAJPUR
S,SBPDCL,SC05,SASARAM,SD014,DEHRIONSONE,SSD0039,DEHRI(1),SP00174,MAKRAIN
S,SBPDCL,SC05,SASARAM,SD014,DEHRIONSONE,SSD0039,DEHRI(1),SP00175,DARIHAT
S,SBPDCL,SC05,SASARAM,SD014,DEHRIONSONE,SSD0039,DEHRI(1),SP00176,PAHLEZA
S,SBPDCL,SC05,SASARAM,SD014,DEHRIONSONE,SSD0040,DEHRI(2),SP00177,INDRAPURI
S,SBPDCL,SC05,SASARAM,SD014,DEHRIONSONE,SSD0040,DEHRI(2),SP00178,PHED
S,SBPDCL,SC05,SASARAM,SD014,DEHRIONSONE,SSD0040,DEHRI(2),SP00179,KARWANDIA
S,SBPDCL,SC05,SASARAM,SD014,DEHRIONSONE,SSD0040,DEHRI(2),SP00180,SAMHAUTA
S,SBPDCL,SC05,SASARAM,SD014,DEHRIONSONE,SSD0040,DEHRI(2),SP00181,NAUHATTA
S,SBPDCL,SC05,SASARAM,SD014,DEHRIONSONE,SSD0040,DEHRI(2),SP00182,KERPABALL
S,SBPDCL,SC05,SASARAM,SD014,DEHRIONSONE,SSD0040,DEHRI(2),SP00183,CHUTIYA
S,SBPDCL,SC05,SASARAM,SD014,DEHRIONSONE,SSD0040,DEHRI(2),SP00184,MIRJAPUR
S,SBPDCL,SC05,SASARAM,SD014,DEHRIONSONE,SSD0041,NASRIGANJ,SP00185,GORARI
S,SBPDCL,SC05,SASARAM,SD014,DEHRIONSONE,SSD0041,NASRIGANJ,SP00186,NASRIGANJ
S,SBPDCL,SC05,SASARAM,SD014,DEHRIONSONE,SSD0041,NASRIGANJ,SP00187,KACHHAWA
S,SBPDCL,SC05,SASARAM,SD014,DEHRIONSONE,SSD0041,NASRIGANJ,SP00188,SAKLA
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0042,BHABUA(R),SP00189,BHABUA OLD
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0042,BHABUA(R),SP00190,ADHAURA 
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0042,BHABUA(R),SP00191,BHABUA NEW
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0042,BHABUA(R),SP00192,CHAND
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0042,BHABUA(R),SP00193,KARAMCHAT 
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0042,BHABUA(R),SP00194,MANIHARI
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0042,BHABUA(R),SP00195,SONHAN
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0042,BHABUA(R),SP00196,SHIVRAMPUR
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0042,BHABUA(R),SP00197,HATA
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0042,BHABUA(R),SP00198,KHARANTI
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0043,MOHANIA,SP00199,MOHANIA
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0043,MOHANIA,SP00200,BAHUARA 
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0043,MOHANIA,SP00201,KALYANPUR
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0043,MOHANIA,SP00202,CHAYRASIYA
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0043,MOHANIA,SP00203,DURGAWATI
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0043,MOHANIA,SP00204,KARAMNASA
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0043,MOHANIA,SP00205,KAKARAIT
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0043,MOHANIA,SP00206,LARMA
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0043,MOHANIA,SP00207,SARAHULA
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0043,MOHANIA,SP00208,KALANI
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0043,MOHANIA,SP00209,KUSHARIYA
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0044,KUDRA,SP00210,KUDRA
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0044,KUDRA,SP00211,PUSHAULI
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0044,KUDRA,SP00212,BAIJNATHPUR
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0044,KUDRA,SP00213,SOHSA
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0044,KUDRA,SP00214,NADOKHAR
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0045,RAMGARH,SP00215,RAMGARH
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0045,RAMGARH,SP00216,NUAOW
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0046,BHABHUA(U),SP00217,KARAMCHAT
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0046,BHABHUA(U),SP00218,BHAGWANPUR
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0046,BHABHUA(U),SP00219,KHAJURA
S,SBPDCL,SC05,SASARAM,SD015,BHABUA,SSD0046,BHABHUA(U),SP00220,MUNDESHWARI
S,SBPDCL,SC06,GAYA,SD016,GAYA(U),SSD0047,POWER HOUSE,SP00221,CENTRAL STORE
S,SBPDCL,SC06,GAYA,SD016,GAYA(U),SSD0047,POWER HOUSE,SP00222,CHANDAUTI
S,SBPDCL,SC06,GAYA,SD016,GAYA(U),SSD0047,POWER HOUSE,SP00223,RAILWAY MAIDAN
S,SBPDCL,SC06,GAYA,SD016,GAYA(U),SSD0047,POWER HOUSE,SP00224,GANDHI MAIDAN
S,SBPDCL,SC06,GAYA,SD016,GAYA(U),SSD0047,POWER HOUSE,SP00225,A P COLONY
S,SBPDCL,SC06,GAYA,SD016,GAYA(U),SSD0047,POWER HOUSE,SP00226,MEDICAL
S,SBPDCL,SC06,GAYA,SD016,GAYA(U),SSD0048,GOLPATHAR,SP00227,PANCHAITIYA AKHADA
S,SBPDCL,SC06,GAYA,SD016,GAYA(U),SSD0049,CHANDCHAURA,SP00228,DANDIBAGH
S,SBPDCL,SC06,GAYA,SD016,GAYA(U),SSD0050,BODHGAYA,SP00229,80 FEET
S,SBPDCL,SC06,GAYA,SD016,GAYA(U),SSD0050,BODHGAYA,SP00230,MAGADH UNIVERSITY
S,SBPDCL,SC06,GAYA,SD016,GAYA(U),SSD0050,BODHGAYA,SP00231,TEKUNA GRID
S,SBPDCL,SC06,GAYA,SD017,GAYA(R),SSD0051,TEKARI,SP00232, GURARU 
